age,marital,education,default,housing,loan,contact,duration,campaign,previous,poutcome,subscription
36,married,secondary,no,yes,no,telephone,1143,4,0,unknown,0
40,married,primary,no,no,no,unknown,70,3,0,unknown,0
46,married,secondary,no,yes,no,cellular,264,2,0,unknown,0
32,single,secondary,no,no,no,cellular,204,2,0,unknown,0
31,single,tertiary,no,yes,no,cellular,182,1,0,unknown,0
41,divorced,secondary,no,yes,no,cellular,386,2,0,unknown,0
58,married,primary,no,no,yes,unknown,295,3,0,unknown,0
36,married,secondary,no,yes,no,cellular,86,2,0,unknown,0
52,married,secondary,no,no,no,cellular,16,20,0,unknown,0
42,married,tertiary,no,no,no,cellular,413,2,0,unknown,0
32,single,tertiary,no,yes,yes,unknown,323,3,0,unknown,0
62,married,tertiary,no,no,no,cellular,78,3,0,unknown,0
31,single,tertiary,no,no,no,cellular,121,3,0,unknown,0
41,single,secondary,yes,no,yes,cellular,477,1,0,unknown,1
34,married,tertiary,no,no,no,cellular,265,1,0,unknown,0
44,single,tertiary,no,no,no,cellular,418,2,0,unknown,1
42,married,primary,no,yes,no,cellular,386,4,0,unknown,0
37,single,secondary,no,no,no,unknown,594,2,0,unknown,0
47,married,tertiary,no,no,no,cellular,161,1,0,unknown,0
32,married,secondary,no,yes,yes,cellular,450,3,0,unknown,0
46,married,secondary,no,yes,no,cellular,217,6,0,unknown,0
39,single,tertiary,no,no,no,cellular,136,1,0,unknown,0
28,single,secondary,no,yes,no,unknown,322,1,0,unknown,0
26,single,secondary,no,no,no,cellular,104,1,1,failure,0
52,married,secondary,no,no,yes,cellular,189,2,4,failure,0
42,married,secondary,no,no,no,cellular,250,4,2,failure,1
33,divorced,tertiary,no,no,no,cellular,123,5,0,unknown,0
73,married,primary,no,no,no,cellular,427,1,2,failure,1
35,single,secondary,no,no,yes,cellular,632,2,0,unknown,0
40,married,tertiary,no,yes,no,cellular,101,3,0,unknown,0
51,married,secondary,no,no,no,cellular,467,2,4,other,1
37,single,secondary,no,yes,no,cellular,640,2,0,unknown,0
39,married,tertiary,no,yes,yes,cellular,517,1,1,failure,0
28,married,secondary,no,yes,no,unknown,160,3,0,unknown,0
49,divorced,tertiary,no,yes,no,cellular,177,3,0,unknown,0
36,married,secondary,no,yes,no,unknown,206,1,0,unknown,0
45,married,secondary,no,yes,no,unknown,208,2,0,unknown,0
29,single,tertiary,no,yes,no,cellular,169,1,0,unknown,0
35,married,secondary,no,yes,no,cellular,287,2,1,failure,1
35,married,tertiary,no,yes,yes,cellular,505,3,0,unknown,0
30,married,secondary,no,yes,no,cellular,284,2,1,failure,0
46,married,primary,no,no,no,cellular,89,4,2,failure,0
25,single,tertiary,no,no,no,cellular,138,1,0,unknown,0
36,married,tertiary,no,no,no,cellular,321,3,4,success,1
42,married,primary,no,yes,no,unknown,262,4,0,unknown,0
57,married,secondary,no,no,no,cellular,61,1,0,unknown,0
42,divorced,tertiary,no,yes,no,cellular,217,9,0,unknown,0
29,married,tertiary,no,yes,yes,cellular,192,2,0,unknown,0
36,married,tertiary,no,no,no,cellular,174,2,0,unknown,0
31,married,secondary,no,no,no,unknown,292,2,0,unknown,0
59,married,primary,no,yes,no,unknown,240,2,0,unknown,0
50,divorced,secondary,no,no,no,cellular,282,2,0,unknown,0
47,married,secondary,no,yes,yes,telephone,128,6,0,unknown,0
46,married,primary,no,no,no,telephone,161,1,0,unknown,0
26,single,primary,no,yes,no,cellular,291,1,4,failure,0
31,single,secondary,no,yes,no,cellular,356,1,0,unknown,0
30,married,tertiary,no,yes,no,unknown,294,2,0,unknown,0
47,single,unknown,no,no,no,unknown,422,1,0,unknown,0
23,single,tertiary,no,yes,no,unknown,806,1,0,unknown,1
44,single,primary,no,no,no,unknown,227,1,0,unknown,0
42,married,secondary,no,no,no,cellular,560,2,0,unknown,0
32,single,secondary,no,yes,no,cellular,135,1,0,unknown,0
28,single,secondary,no,yes,no,unknown,361,1,0,unknown,0
57,married,primary,no,yes,yes,cellular,246,1,0,unknown,0
38,married,tertiary,no,yes,no,cellular,419,2,0,unknown,0
22,single,secondary,no,no,no,cellular,449,2,10,other,1
54,married,secondary,no,yes,no,cellular,71,1,0,unknown,0
32,married,tertiary,no,yes,no,cellular,357,3,0,unknown,0
32,married,tertiary,no,yes,no,cellular,164,2,3,failure,0
59,divorced,secondary,no,yes,no,unknown,263,4,0,unknown,0
45,married,secondary,no,no,no,unknown,146,2,0,unknown,0
53,married,primary,no,no,no,cellular,759,2,0,unknown,1
50,divorced,secondary,no,no,no,cellular,72,2,4,failure,0
34,married,secondary,no,yes,yes,cellular,131,2,0,unknown,0
35,divorced,secondary,no,no,yes,cellular,808,2,0,unknown,1
30,married,tertiary,no,no,no,cellular,1183,1,0,unknown,0
62,married,secondary,no,no,no,cellular,123,3,0,unknown,0
40,married,secondary,no,yes,no,unknown,483,2,0,unknown,0
26,single,tertiary,no,no,no,cellular,238,3,0,unknown,0
34,married,tertiary,no,yes,no,cellular,90,1,0,unknown,0
50,married,unknown,no,no,no,cellular,464,1,6,failure,1
31,divorced,tertiary,no,no,no,cellular,385,9,0,unknown,0
35,married,secondary,no,yes,no,unknown,240,2,0,unknown,0
55,married,primary,no,no,yes,cellular,104,1,0,unknown,0
34,married,secondary,no,no,no,cellular,109,2,0,unknown,0
58,married,primary,no,no,no,cellular,598,4,0,unknown,0
50,single,tertiary,no,yes,no,unknown,274,8,0,unknown,0
31,single,secondary,no,no,no,cellular,123,2,0,unknown,0
47,divorced,secondary,no,no,yes,cellular,70,1,0,unknown,0
38,single,tertiary,no,yes,no,unknown,260,1,0,unknown,0
46,single,tertiary,no,yes,no,cellular,190,3,0,unknown,0
42,married,primary,no,yes,no,unknown,521,2,0,unknown,0
34,married,secondary,no,yes,no,cellular,228,1,0,unknown,0
37,married,tertiary,no,no,no,telephone,466,4,0,unknown,1
38,single,tertiary,no,no,no,cellular,74,2,0,unknown,0
59,married,secondary,no,yes,no,unknown,57,2,0,unknown,0
32,married,secondary,no,no,no,cellular,119,3,0,unknown,0
55,married,tertiary,no,no,no,cellular,124,2,0,unknown,0
35,married,secondary,no,yes,yes,cellular,65,50,0,unknown,0
56,divorced,tertiary,no,no,yes,cellular,127,6,0,unknown,0
27,married,secondary,yes,yes,no,cellular,172,3,0,unknown,0
42,single,secondary,no,yes,no,cellular,174,6,0,unknown,0
42,married,unknown,no,no,no,telephone,41,6,0,unknown,0
41,married,primary,no,yes,no,unknown,232,3,0,unknown,0
53,divorced,secondary,yes,no,yes,unknown,161,1,0,unknown,0
67,married,primary,no,no,no,cellular,124,1,0,unknown,0
53,married,primary,no,no,yes,unknown,701,1,0,unknown,1
33,married,primary,no,yes,no,unknown,162,2,0,unknown,0
31,single,unknown,no,yes,no,unknown,431,2,0,unknown,0
31,married,secondary,no,yes,no,cellular,191,3,0,unknown,0
30,married,tertiary,no,yes,no,cellular,249,5,0,unknown,0
48,married,unknown,no,yes,no,unknown,189,1,0,unknown,0
30,single,secondary,no,no,no,cellular,167,4,0,unknown,0
43,single,tertiary,yes,no,no,cellular,73,4,0,unknown,0
38,divorced,tertiary,no,yes,no,unknown,162,1,0,unknown,0
46,married,secondary,no,yes,no,cellular,235,2,0,unknown,0
59,divorced,secondary,no,no,no,cellular,44,1,0,unknown,0
44,divorced,tertiary,no,yes,yes,unknown,127,2,0,unknown,0
35,married,secondary,no,yes,no,cellular,93,3,7,failure,0
55,married,unknown,no,no,no,cellular,143,1,3,other,0
39,single,tertiary,no,yes,no,cellular,81,2,0,unknown,0
36,single,secondary,no,yes,yes,unknown,77,2,0,unknown,0
33,married,secondary,no,yes,no,unknown,115,4,0,unknown,0
48,single,tertiary,no,no,no,unknown,125,1,3,failure,0
33,single,tertiary,no,no,no,cellular,53,4,0,unknown,0
67,married,unknown,no,no,no,telephone,77,2,0,unknown,0
48,divorced,secondary,no,yes,no,telephone,45,1,0,unknown,0
57,married,tertiary,no,no,no,cellular,74,2,0,unknown,0
31,married,primary,no,no,no,cellular,169,5,0,unknown,0
30,single,tertiary,no,no,no,cellular,269,2,0,unknown,0
56,divorced,primary,no,no,no,cellular,52,2,1,failure,0
26,married,primary,no,yes,no,cellular,246,3,0,unknown,0
44,married,secondary,no,yes,no,unknown,218,1,0,unknown,0
44,divorced,secondary,no,no,no,cellular,167,1,1,success,1
31,married,tertiary,no,yes,no,cellular,316,3,9,other,1
47,married,unknown,no,yes,no,cellular,142,1,0,unknown,0
30,single,secondary,no,yes,no,cellular,75,1,0,unknown,0
37,married,tertiary,no,no,yes,cellular,204,1,0,unknown,0
56,divorced,primary,no,no,yes,cellular,542,1,0,unknown,0
43,single,secondary,no,yes,yes,unknown,122,2,0,unknown,0
42,married,secondary,no,yes,no,unknown,70,1,0,unknown,0
60,married,secondary,no,yes,no,cellular,266,1,0,unknown,0
34,married,unknown,no,yes,no,cellular,34,9,0,unknown,0
34,single,tertiary,no,no,no,cellular,203,4,0,unknown,0
41,married,tertiary,no,no,yes,unknown,85,3,0,unknown,0
38,divorced,secondary,no,no,no,cellular,11,4,0,unknown,0
23,married,secondary,no,yes,no,unknown,13,10,0,unknown,0
33,married,tertiary,no,yes,no,cellular,562,1,0,unknown,1
36,married,secondary,no,yes,no,cellular,185,3,0,unknown,0
49,married,tertiary,no,no,no,cellular,158,1,2,failure,0
34,divorced,secondary,no,yes,no,cellular,515,1,5,failure,1
40,divorced,secondary,no,yes,no,cellular,60,5,0,unknown,0
72,married,primary,no,no,no,cellular,173,2,0,unknown,0
43,married,secondary,no,yes,no,unknown,353,4,0,unknown,0
44,married,secondary,no,yes,no,cellular,143,3,1,failure,0
35,married,secondary,no,yes,no,cellular,18,5,0,unknown,0
46,divorced,secondary,no,no,no,cellular,466,1,0,unknown,0
55,married,secondary,no,yes,no,cellular,85,1,1,failure,0
50,divorced,secondary,no,yes,yes,cellular,148,1,0,unknown,0
23,single,unknown,no,yes,no,cellular,123,1,0,unknown,0
34,married,unknown,no,no,no,cellular,121,1,0,unknown,0
40,married,secondary,no,yes,yes,unknown,245,3,0,unknown,0
61,married,secondary,no,no,no,cellular,215,1,0,unknown,1
53,married,secondary,no,yes,no,unknown,190,6,0,unknown,0
57,married,secondary,no,no,no,unknown,44,1,0,unknown,0
28,married,secondary,no,no,no,cellular,171,1,0,unknown,0
25,married,secondary,no,yes,no,cellular,62,12,0,unknown,0
38,married,secondary,no,yes,yes,unknown,172,1,0,unknown,0
27,single,secondary,no,yes,no,unknown,78,10,0,unknown,0
45,married,secondary,no,yes,no,unknown,319,5,0,unknown,0
31,single,secondary,no,no,yes,cellular,111,1,0,unknown,0
39,married,primary,no,yes,no,unknown,158,1,0,unknown,0
42,married,secondary,no,no,no,cellular,82,12,0,unknown,0
46,married,tertiary,no,yes,no,unknown,128,6,0,unknown,0
36,married,secondary,no,yes,no,unknown,102,4,0,unknown,0
30,single,tertiary,no,yes,no,unknown,124,2,0,unknown,0
32,married,secondary,no,yes,no,cellular,334,2,0,unknown,0
52,married,tertiary,no,no,no,cellular,134,5,2,success,1
31,married,tertiary,no,no,no,cellular,218,1,0,unknown,0
60,married,primary,no,no,no,unknown,313,1,0,unknown,0
35,single,secondary,no,yes,yes,unknown,207,3,0,unknown,0
38,married,tertiary,no,yes,no,unknown,262,1,0,unknown,0
46,divorced,tertiary,no,no,no,cellular,134,2,0,unknown,0
45,divorced,tertiary,no,yes,yes,unknown,197,3,0,unknown,0
59,married,secondary,no,yes,no,cellular,214,3,0,unknown,0
34,married,tertiary,no,yes,yes,cellular,1165,7,0,unknown,0
33,divorced,secondary,no,yes,no,cellular,177,2,0,unknown,0
46,single,secondary,no,yes,no,unknown,141,6,0,unknown,0
48,married,secondary,no,yes,yes,cellular,164,6,0,unknown,0
31,single,secondary,no,no,no,cellular,151,1,0,unknown,0
32,married,secondary,no,no,no,cellular,145,2,4,failure,0
35,divorced,primary,no,yes,no,unknown,111,1,0,unknown,0
36,single,primary,no,no,no,cellular,217,1,1,failure,0
52,married,tertiary,no,yes,no,cellular,253,4,0,unknown,0
45,divorced,tertiary,no,no,no,unknown,74,1,0,unknown,0
34,married,tertiary,no,no,no,cellular,263,2,0,unknown,0
25,married,primary,yes,yes,no,unknown,233,1,0,unknown,0
26,single,tertiary,no,no,no,cellular,402,2,0,unknown,0
57,married,unknown,no,no,no,cellular,585,1,0,unknown,0
48,married,primary,no,yes,yes,unknown,145,1,0,unknown,0
48,married,unknown,no,no,no,unknown,143,5,0,unknown,0
32,married,primary,no,no,yes,cellular,524,1,0,unknown,0
58,married,secondary,no,no,no,cellular,270,1,0,unknown,0
57,married,primary,no,yes,no,unknown,272,1,0,unknown,0
31,married,tertiary,no,no,no,cellular,187,2,0,unknown,0
33,single,secondary,no,no,no,cellular,268,2,0,unknown,0
53,married,tertiary,no,yes,yes,cellular,183,1,0,unknown,0
36,married,secondary,no,yes,no,cellular,123,3,8,failure,0
32,single,tertiary,no,yes,no,cellular,20,4,0,unknown,0
45,married,secondary,no,yes,no,cellular,232,4,1,failure,0
35,married,tertiary,no,yes,no,cellular,547,7,0,unknown,0
41,married,secondary,no,no,no,cellular,71,9,0,unknown,0
54,married,secondary,no,no,no,cellular,113,6,0,unknown,0
49,married,secondary,no,no,no,cellular,780,4,0,unknown,1
28,single,secondary,no,yes,no,cellular,246,1,1,other,0
24,single,unknown,no,yes,no,unknown,108,12,0,unknown,0
30,single,secondary,no,yes,no,cellular,253,1,0,unknown,0
32,married,primary,no,yes,no,cellular,175,1,0,unknown,0
53,married,tertiary,no,yes,no,unknown,106,1,0,unknown,0
42,married,primary,no,yes,no,cellular,86,2,0,unknown,0
48,married,primary,no,yes,no,unknown,248,3,0,unknown,0
33,married,secondary,no,yes,yes,telephone,265,2,0,unknown,0
31,divorced,secondary,no,yes,no,unknown,182,5,0,unknown,0
56,divorced,primary,no,no,no,cellular,916,3,0,unknown,0
58,married,primary,no,no,no,cellular,506,1,0,unknown,0
37,single,secondary,no,yes,no,cellular,81,1,0,unknown,0
59,married,primary,no,yes,no,cellular,30,1,0,unknown,0
50,single,tertiary,no,no,no,cellular,904,3,0,unknown,1
39,single,primary,no,yes,no,unknown,699,3,0,unknown,0
30,married,secondary,no,yes,no,cellular,19,1,0,unknown,0
47,divorced,secondary,no,yes,no,unknown,389,1,0,unknown,0
44,married,secondary,no,no,no,cellular,211,4,0,unknown,0
38,married,primary,no,yes,no,cellular,283,1,0,unknown,0
50,married,tertiary,no,no,no,cellular,474,2,0,unknown,0
27,single,tertiary,no,yes,no,cellular,157,2,5,failure,0
73,married,secondary,no,no,no,cellular,509,2,0,unknown,0
46,married,primary,no,yes,no,unknown,279,1,0,unknown,0
56,divorced,secondary,no,no,yes,telephone,27,1,0,unknown,0
36,married,tertiary,no,no,no,cellular,386,4,0,unknown,1
33,married,primary,no,no,no,cellular,679,1,0,unknown,0
40,married,tertiary,no,yes,no,unknown,169,1,0,unknown,0
52,married,tertiary,no,no,no,unknown,315,1,0,unknown,0
51,married,secondary,no,yes,no,cellular,293,2,0,unknown,0
33,married,secondary,no,yes,no,cellular,439,3,0,unknown,0
54,married,secondary,no,yes,no,unknown,198,1,0,unknown,0
44,married,secondary,no,yes,no,unknown,770,2,0,unknown,0
50,married,secondary,no,yes,no,telephone,340,2,0,unknown,0
45,single,secondary,no,yes,no,cellular,1472,1,4,failure,1
36,married,tertiary,no,yes,no,cellular,293,1,2,other,1
42,married,secondary,no,yes,no,cellular,311,2,0,unknown,1
37,married,secondary,no,yes,no,cellular,291,2,0,unknown,0
28,single,secondary,no,yes,yes,unknown,965,2,0,unknown,0
56,married,secondary,no,no,yes,unknown,594,1,0,unknown,0
59,married,secondary,no,yes,no,cellular,139,2,1,failure,0
32,married,secondary,no,yes,no,unknown,501,4,0,unknown,0
57,married,primary,no,yes,no,cellular,274,1,0,unknown,0
49,single,secondary,no,yes,no,telephone,10,3,0,unknown,0
56,married,unknown,no,no,no,unknown,18,2,0,unknown,0
48,divorced,unknown,no,no,no,cellular,243,1,0,unknown,0
27,single,tertiary,no,yes,no,cellular,198,1,6,success,1
31,single,tertiary,no,yes,no,cellular,410,2,0,unknown,0
28,single,secondary,no,no,no,unknown,190,1,0,unknown,0
36,married,tertiary,no,no,no,unknown,121,1,0,unknown,0
58,married,primary,no,yes,no,telephone,148,1,0,unknown,0
46,married,secondary,no,yes,yes,cellular,239,2,2,failure,0
32,single,tertiary,no,yes,no,cellular,90,3,0,unknown,0
39,married,secondary,no,no,no,unknown,29,1,0,unknown,0
35,married,tertiary,no,yes,no,cellular,58,1,1,failure,0
31,married,tertiary,no,yes,no,cellular,1139,2,0,unknown,1
29,single,tertiary,no,no,no,cellular,504,1,1,success,1
48,married,primary,no,no,no,cellular,348,1,0,unknown,0
60,married,primary,no,no,no,telephone,130,3,0,unknown,0
74,married,secondary,no,no,no,cellular,100,1,1,other,0
30,married,secondary,no,yes,no,unknown,544,1,0,unknown,0
52,single,primary,no,no,no,unknown,182,11,0,unknown,0
24,married,secondary,no,yes,no,cellular,90,1,0,unknown,0
29,married,secondary,no,yes,no,unknown,272,2,0,unknown,0
33,married,primary,no,yes,no,cellular,260,2,0,unknown,0
34,married,secondary,no,yes,yes,unknown,672,3,0,unknown,0
45,divorced,secondary,no,no,no,cellular,264,1,0,unknown,1
31,married,secondary,no,no,yes,telephone,275,2,0,unknown,0
45,married,secondary,no,no,no,cellular,76,1,0,unknown,0
27,married,secondary,no,yes,no,unknown,749,2,0,unknown,0
30,single,tertiary,no,no,no,cellular,142,4,0,unknown,0
45,married,primary,no,no,no,cellular,454,2,0,unknown,0
57,married,secondary,no,yes,yes,cellular,102,2,5,failure,0
34,married,tertiary,no,no,no,telephone,521,3,7,other,0
40,married,secondary,no,yes,yes,cellular,57,1,0,unknown,0
39,married,tertiary,no,no,no,cellular,504,1,0,unknown,0
46,married,tertiary,no,no,no,cellular,138,3,0,unknown,0
55,divorced,tertiary,no,yes,no,cellular,103,2,1,other,1
25,single,tertiary,no,no,no,cellular,485,1,0,unknown,1
34,married,tertiary,no,no,no,cellular,166,1,0,unknown,0
37,married,primary,no,yes,no,cellular,318,2,1,success,0
64,divorced,tertiary,no,no,no,cellular,531,3,0,unknown,0
45,divorced,secondary,no,yes,no,cellular,155,2,4,failure,0
57,married,secondary,no,yes,no,telephone,73,1,0,unknown,0
21,single,unknown,no,yes,no,unknown,198,3,0,unknown,0
58,married,secondary,no,no,no,telephone,137,1,0,unknown,0
41,single,secondary,no,yes,no,unknown,479,9,0,unknown,1
41,married,unknown,no,yes,no,unknown,285,1,0,unknown,0
58,married,tertiary,no,yes,no,cellular,98,1,0,unknown,0
33,married,tertiary,no,yes,no,cellular,199,2,3,other,0
32,married,tertiary,no,yes,yes,cellular,97,3,0,unknown,0
44,divorced,secondary,no,yes,no,unknown,389,5,0,unknown,0
47,married,unknown,no,no,no,cellular,384,1,4,success,0
41,married,primary,no,no,no,unknown,37,3,0,unknown,0
54,married,tertiary,no,no,no,cellular,420,4,0,unknown,0
47,divorced,tertiary,no,yes,no,telephone,973,1,1,failure,0
32,single,tertiary,no,no,no,cellular,77,4,0,unknown,0
59,married,tertiary,no,no,yes,cellular,376,2,0,unknown,0
29,single,tertiary,no,no,no,cellular,125,1,0,unknown,1
48,married,secondary,yes,no,no,cellular,142,2,0,unknown,0
32,single,secondary,no,yes,no,cellular,442,1,8,failure,1
46,divorced,secondary,no,no,yes,cellular,728,2,0,unknown,0
31,single,primary,no,no,no,unknown,281,3,0,unknown,0
53,married,secondary,no,no,no,cellular,528,2,0,unknown,1
34,single,tertiary,no,yes,no,cellular,128,5,0,unknown,0
48,single,unknown,no,yes,no,unknown,71,1,0,unknown,0
32,married,secondary,no,no,no,cellular,161,4,0,unknown,0
31,married,secondary,no,yes,no,cellular,129,4,0,unknown,0
27,single,primary,no,yes,no,cellular,54,2,0,unknown,0
60,married,secondary,no,yes,no,cellular,443,1,1,failure,0
34,single,tertiary,no,yes,no,unknown,136,1,0,unknown,0
52,married,secondary,no,no,yes,unknown,44,1,0,unknown,0
48,married,secondary,no,yes,yes,cellular,1181,9,0,unknown,0
45,married,primary,no,no,no,unknown,225,2,0,unknown,0
54,divorced,secondary,no,yes,no,cellular,81,1,0,unknown,0
52,married,secondary,no,no,no,cellular,224,1,0,unknown,0
47,married,tertiary,no,yes,no,cellular,189,4,0,unknown,0
54,married,secondary,no,no,no,cellular,98,2,0,unknown,0
34,married,secondary,no,yes,yes,cellular,50,1,0,unknown,0
39,single,tertiary,no,no,no,cellular,195,10,0,unknown,0
46,married,secondary,no,no,no,cellular,110,2,0,unknown,0
26,single,secondary,no,no,no,cellular,214,1,0,unknown,0
37,single,secondary,no,yes,no,unknown,182,8,0,unknown,0
47,married,secondary,no,yes,no,cellular,239,2,0,unknown,0
35,married,secondary,no,no,yes,cellular,179,6,0,unknown,0
57,married,primary,no,no,no,unknown,540,1,0,unknown,0
34,married,tertiary,no,yes,no,cellular,566,2,4,failure,0
47,married,secondary,no,no,no,cellular,697,4,0,unknown,1
27,married,secondary,no,yes,no,unknown,98,2,0,unknown,0
40,married,secondary,no,yes,yes,cellular,1018,2,0,unknown,1
39,married,secondary,no,no,no,cellular,221,1,1,failure,0
36,married,tertiary,no,no,no,telephone,246,1,0,unknown,0
42,single,secondary,no,no,no,cellular,656,2,0,unknown,0
23,single,primary,no,yes,no,unknown,281,1,0,unknown,0
34,married,tertiary,no,yes,no,unknown,65,1,0,unknown,0
34,married,secondary,no,yes,yes,unknown,193,5,0,unknown,0
49,married,secondary,no,no,no,cellular,283,1,0,unknown,0
57,married,primary,no,no,yes,unknown,78,4,0,unknown,0
59,married,unknown,no,no,no,unknown,425,6,0,unknown,0
57,married,tertiary,no,no,no,cellular,238,2,0,unknown,0
34,married,secondary,no,yes,no,cellular,182,1,8,failure,0
61,married,secondary,no,no,no,cellular,998,6,0,unknown,1
35,divorced,secondary,no,yes,no,unknown,477,1,0,unknown,0
42,married,tertiary,no,no,no,cellular,158,1,0,unknown,0
57,married,tertiary,no,no,no,telephone,320,3,0,unknown,0
42,married,secondary,no,yes,no,cellular,149,1,2,failure,0
53,married,secondary,no,yes,yes,cellular,410,5,0,unknown,0
63,married,tertiary,no,yes,no,cellular,104,2,0,unknown,0
47,married,secondary,no,no,no,unknown,454,6,0,unknown,0
54,married,secondary,no,yes,no,unknown,190,1,0,unknown,0
45,married,secondary,no,no,no,cellular,145,10,0,unknown,0
28,single,tertiary,no,yes,no,telephone,318,2,0,unknown,0
58,married,secondary,no,yes,no,telephone,246,2,0,unknown,0
48,single,tertiary,no,no,no,cellular,761,2,0,unknown,0
35,divorced,tertiary,no,yes,no,telephone,171,1,0,unknown,1
37,married,tertiary,no,no,no,unknown,143,1,0,unknown,0
37,married,secondary,no,yes,no,unknown,968,1,0,unknown,0
37,married,primary,no,no,no,cellular,154,1,1,failure,0
25,single,secondary,no,no,no,cellular,246,1,0,unknown,0
58,married,secondary,no,yes,no,cellular,201,1,0,unknown,0
52,married,secondary,no,yes,no,cellular,81,4,0,unknown,0
19,single,secondary,no,no,no,cellular,205,1,0,unknown,1
59,married,secondary,no,yes,no,cellular,200,3,0,unknown,0
41,married,secondary,no,yes,yes,unknown,210,2,0,unknown,0
34,single,tertiary,no,no,no,cellular,215,10,0,unknown,0
35,single,secondary,no,yes,no,cellular,164,2,4,other,0
41,married,secondary,no,no,no,unknown,35,6,0,unknown,0
28,single,secondary,no,yes,no,unknown,615,1,0,unknown,0
53,divorced,secondary,no,no,yes,cellular,246,3,0,unknown,0
35,married,secondary,no,no,yes,telephone,42,1,0,unknown,0
33,single,tertiary,no,no,no,cellular,217,1,0,unknown,0
37,single,secondary,no,yes,no,unknown,210,1,0,unknown,0
32,married,secondary,no,yes,no,unknown,116,4,0,unknown,0
32,married,secondary,no,yes,no,unknown,200,1,0,unknown,0
54,married,unknown,no,yes,no,unknown,145,4,0,unknown,0
44,married,secondary,no,yes,no,unknown,41,1,0,unknown,0
36,divorced,tertiary,no,yes,no,cellular,192,2,0,unknown,0
56,married,secondary,no,yes,no,cellular,80,2,2,other,0
30,single,tertiary,no,no,no,unknown,121,11,0,unknown,0
36,married,secondary,no,yes,no,unknown,106,3,0,unknown,0
43,married,tertiary,no,no,no,cellular,230,1,0,unknown,0
40,married,secondary,no,yes,no,unknown,125,2,0,unknown,0
32,single,tertiary,no,yes,yes,cellular,67,1,0,unknown,0
34,married,secondary,no,yes,yes,unknown,26,1,0,unknown,0
37,married,secondary,no,no,no,unknown,395,2,0,unknown,0
28,single,secondary,no,no,no,cellular,603,2,0,unknown,0
35,married,primary,no,no,no,cellular,185,2,0,unknown,0
53,single,secondary,no,no,no,cellular,287,2,0,unknown,0
60,married,unknown,no,yes,no,cellular,149,1,0,unknown,0
40,married,secondary,no,yes,yes,cellular,173,7,0,unknown,0
57,married,primary,no,no,no,cellular,118,2,0,unknown,0
29,single,secondary,no,no,no,unknown,314,1,0,unknown,0
44,married,primary,no,yes,no,cellular,378,1,0,unknown,0
41,single,secondary,no,no,no,telephone,94,7,3,other,0
47,married,secondary,no,yes,yes,cellular,108,4,0,unknown,0
43,married,tertiary,no,no,no,cellular,203,2,0,unknown,0
37,single,secondary,no,no,no,cellular,121,1,0,unknown,0
34,single,tertiary,no,yes,no,unknown,489,2,0,unknown,0
30,single,secondary,no,yes,yes,unknown,287,1,0,unknown,0
57,divorced,secondary,yes,yes,no,cellular,652,1,4,other,0
26,single,secondary,no,yes,no,cellular,612,2,3,other,0
34,married,tertiary,no,yes,no,cellular,53,5,0,unknown,0
46,divorced,secondary,no,no,yes,telephone,270,1,0,unknown,1
38,married,tertiary,no,yes,no,cellular,442,1,0,unknown,1
37,single,secondary,no,no,no,cellular,664,3,0,unknown,1
28,single,tertiary,no,no,no,cellular,394,2,0,unknown,0
57,married,primary,no,no,no,unknown,230,3,0,unknown,0
39,married,tertiary,no,yes,no,cellular,877,7,2,other,1
49,married,secondary,no,no,no,telephone,1971,4,0,unknown,1
38,married,secondary,no,yes,no,cellular,161,2,0,unknown,0
27,married,secondary,no,yes,no,unknown,188,5,0,unknown,0
30,married,secondary,no,yes,no,cellular,23,5,0,unknown,0
38,married,tertiary,no,no,no,cellular,176,2,0,unknown,0
36,married,tertiary,no,no,no,telephone,26,2,1,failure,0
38,single,unknown,no,no,no,unknown,212,1,0,unknown,0
59,married,primary,no,no,no,cellular,119,2,0,unknown,0
37,married,tertiary,no,yes,no,cellular,205,5,0,unknown,0
29,married,tertiary,no,yes,no,unknown,73,4,0,unknown,0
43,married,secondary,no,yes,yes,cellular,1258,2,2,other,1
33,married,secondary,no,yes,no,telephone,57,2,0,unknown,0
54,divorced,secondary,no,no,no,unknown,115,2,0,unknown,0
55,married,secondary,no,no,no,unknown,58,1,0,unknown,0
32,single,tertiary,no,yes,no,cellular,238,1,0,unknown,0
48,married,primary,no,yes,no,telephone,207,3,0,unknown,0
33,single,tertiary,no,yes,no,cellular,178,2,0,unknown,0
46,married,secondary,no,yes,no,unknown,20,11,0,unknown,0
44,married,tertiary,no,no,no,cellular,188,3,0,unknown,1
47,married,primary,no,yes,no,cellular,143,1,2,failure,0
38,married,secondary,no,no,no,cellular,232,1,4,success,1
80,married,secondary,no,no,no,cellular,127,2,0,unknown,0
40,married,secondary,no,yes,yes,cellular,380,4,1,failure,0
43,married,tertiary,no,yes,no,cellular,167,3,0,unknown,0
32,single,tertiary,no,no,no,cellular,796,1,1,failure,1
39,married,tertiary,no,no,no,cellular,303,2,0,unknown,0
33,married,secondary,no,yes,no,cellular,407,2,0,unknown,0
31,single,secondary,no,no,yes,cellular,229,1,0,unknown,0
36,single,tertiary,no,no,no,cellular,108,2,0,unknown,0
35,single,tertiary,no,yes,no,cellular,265,1,0,unknown,0
