"account_length","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_night_minutes","total_night_calls","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls","churn"
23,"no","no",0,113.1,74,262.9,126,6.9,2,1.86,1,"yes"
157,"no","no",0,168.6,71,175.8,88,5.9,2,1.59,3,"no"
87,"no","yes",16,257.4,91,143.2,73,14.7,2,3.97,1,"no"
56,"no","yes",29,37.7,115,226.6,101,4.9,3,1.32,1,"no"
150,"no","no",0,150.9,92,223.6,107,8.3,4,2.24,5,"yes"
131,"no","no",0,197,79,151.2,111,11.6,5,3.13,1,"no"
139,"no","yes",25,138.3,96,163.7,83,8.3,8,2.24,0,"no"
97,"no","no",0,217.6,81,150.7,110,4.2,3,1.13,0,"no"
44,"no","yes",20,184.8,105,130.1,121,11.6,3,3.13,1,"no"
100,"no","yes",39,204.9,74,168.8,89,11.2,4,3.02,2,"no"
64,"no","no",0,154,67,265.3,86,3.5,3,0.95,1,"no"
90,"no","no",0,169.4,127,172.4,103,10.7,2,2.89,1,"no"
144,"no","no",0,201.1,99,224,119,13.2,2,3.56,1,"no"
169,"no","no",0,235.7,79,220.9,97,13.3,10,3.59,1,"no"
96,"no","yes",40,108.6,90,126.3,118,13.4,4,3.62,0,"no"
94,"no","no",0,154.8,113,213,81,11.6,5,3.13,0,"no"
173,"no","no",0,191.4,114,109.3,99,10.3,3,2.78,1,"no"
107,"no","no",0,123.1,100,256.1,82,9.3,5,2.51,0,"no"
147,"no","yes",38,243.4,126,282.9,91,14.1,8,3.81,2,"no"
127,"no","no",0,145,106,164.9,103,12.7,3,3.43,1,"no"
132,"no","no",0,190.1,105,279.8,105,13,2,3.51,1,"no"
131,"no","no",0,55.5,79,128.1,59,10.1,4,2.73,1,"no"
96,"no","yes",45,248.8,124,263.6,102,10.3,2,2.78,3,"no"
24,"no","no",0,243,91,184.3,109,15.3,6,4.13,0,"yes"
168,"no","no",0,128.8,96,141.1,128,11.2,2,3.02,1,"no"
47,"no","yes",30,196.6,93,226,118,12.9,4,3.48,2,"no"
62,"no","no",0,321.1,105,180.5,72,11.5,2,3.11,4,"yes"
73,"no","yes",26,131.2,98,221.7,96,10.2,6,2.75,2,"no"
95,"no","yes",45,116.4,115,285.2,103,12.8,4,3.46,1,"no"
185,"no","yes",24,121.6,100,206.3,98,12.3,2,3.32,5,"yes"
93,"yes","yes",20,187.5,110,175.3,127,12.1,4,3.27,1,"no"
157,"no","no",0,229.8,90,241.4,108,9.6,7,2.59,3,"no"
117,"no","no",0,223.7,73,282.9,51,11.1,1,3,2,"no"
51,"no","no",0,169.3,111,197,87,12,3,3.24,0,"no"
120,"no","no",0,180,80,265.4,91,4.7,7,1.27,3,"no"
184,"no","yes",12,200.3,76,149.3,93,10.2,5,2.75,0,"no"
105,"no","no",0,101.5,83,214.3,113,11.7,4,3.16,3,"no"
88,"no","no",0,153.5,94,182.2,99,8.5,6,2.3,1,"no"
104,"no","no",0,285.3,75,181.8,99,10.5,2,2.84,2,"no"
60,"no","no",0,98.2,88,223.6,69,9.3,2,2.51,2,"no"
43,"no","no",0,253.6,110,161.3,103,10.2,3,2.75,3,"yes"
91,"no","no",0,153,123,171.5,76,10.3,15,2.78,1,"yes"
102,"no","no",0,102.6,89,170.5,140,9.1,4,2.46,2,"no"
119,"no","no",0,94.2,108,203.7,79,7.3,3,1.97,1,"no"
120,"no","no",0,146,58,215.5,91,11.9,2,3.21,0,"no"
104,"no","no",0,264,108,177.7,91,10.6,8,2.86,3,"no"
120,"no","no",0,221.3,106,111.5,80,9.3,7,2.51,0,"no"
76,"no","no",0,203.6,61,175.9,97,8.4,3,2.27,0,"no"
151,"no","yes",27,154.4,141,167.9,109,7.8,3,2.11,3,"no"
123,"no","yes",27,198.7,127,173.2,124,12.5,5,3.38,1,"no"
82,"no","no",0,121.6,81,231.4,81,8.6,5,2.32,3,"no"
87,"no","no",0,110.9,91,207.5,131,6.2,5,1.67,1,"no"
86,"no","yes",16,145.7,88,215.5,82,11.3,7,3.05,0,"no"
73,"no","yes",28,198.2,107,199.1,139,8.8,1,2.38,2,"no"
64,"yes","yes",33,127.2,93,247.4,109,8.1,13,2.19,0,"no"
13,"no","no",0,220.4,100,259.3,112,13.6,8,3.67,2,"no"
98,"no","no",0,216.8,86,187.5,79,11,9,2.97,0,"no"
81,"yes","no",0,250.6,85,120.3,131,7.8,5,2.11,1,"no"
114,"no","no",0,147.1,119,275.9,106,9,3,2.43,5,"yes"
57,"no","no",0,158.1,117,182.4,92,11.8,7,3.19,0,"no"
43,"no","no",0,165.8,96,323.2,62,10.7,6,2.89,0,"no"
166,"no","no",0,204.2,115,216.8,109,9.5,5,2.57,1,"no"
111,"no","no",0,132.6,125,127.9,101,12.7,2,3.43,4,"yes"
111,"no","no",0,246.5,108,179.6,99,12.7,3,3.43,2,"no"
80,"no","no",0,203.7,92,154.2,66,7.6,5,2.05,2,"no"
149,"no","yes",43,206.7,79,241.5,80,10.9,3,2.94,1,"no"
115,"no","no",0,200.2,92,190.9,96,8.8,3,2.38,1,"no"
36,"no","no",0,157.6,117,240.4,99,11.9,1,3.21,0,"no"
65,"no","yes",34,208.8,119,214.6,87,12.5,4,3.38,4,"no"
64,"no","yes",22,200.4,80,230.7,67,7.6,5,2.05,1,"no"
57,"no","yes",37,201.2,76,154.2,110,11.8,1,3.19,1,"no"
104,"no","no",0,111.9,105,302.8,108,10.1,5,2.73,1,"no"
52,"no","yes",38,169.3,88,172,86,8.2,3,2.21,0,"no"
24,"no","yes",41,187.1,80,188,107,10.4,2,2.81,1,"no"
74,"no","no",0,286.9,113,137.1,94,12.6,6,3.4,0,"yes"
86,"no","no",0,139.1,95,186.8,120,11.8,5,3.19,2,"no"
60,"yes","no",0,97.2,91,235,116,10.1,2,2.73,1,"yes"
45,"no","no",0,155.7,110,192.2,98,11,1,2.97,1,"no"
152,"no","no",0,317.8,60,123.4,63,10.4,7,2.81,1,"yes"
81,"no","yes",33,161.6,117,261.3,101,12.2,5,3.29,1,"no"
103,"yes","no",0,171.7,78,157.9,106,6.8,3,1.84,3,"no"
61,"no","no",0,140.8,126,141.7,79,6.4,5,1.73,4,"yes"
140,"no","no",0,193.1,82,241.3,93,13.3,5,3.59,2,"no"
95,"no","no",0,232,80,109.6,117,12,6,3.24,1,"no"
62,"no","no",0,182.3,101,245,131,11.2,1,3.02,2,"no"
124,"no","no",0,94.8,102,279.4,94,11.6,3,3.13,2,"no"
120,"no","no",0,253.2,95,253.9,81,9.5,4,2.57,5,"yes"
103,"no","yes",35,110.5,101,87.4,77,13.9,2,3.75,4,"yes"
7,"no","no",0,98.5,85,252.3,68,12,7,3.24,2,"no"
69,"yes","yes",33,271.5,98,165.4,85,8.2,2,2.21,1,"yes"
87,"no","yes",18,124.3,104,290,110,7.2,3,1.94,1,"no"
53,"no","no",0,164.1,106,194.7,124,11.4,2,3.08,1,"no"
139,"yes","no",0,161.5,121,168.3,96,11.2,13,3.02,0,"no"
94,"no","no",0,163.5,136,253.4,82,12.6,5,3.4,1,"no"
104,"no","yes",26,189.1,112,199.3,104,11.1,4,3,1,"no"
95,"no","no",0,142.5,109,189.6,88,8.2,3,2.21,2,"no"
86,"no","no",0,70.7,125,174.6,107,0,0,0,2,"no"
87,"no","no",0,153.3,106,273.4,152,8.9,5,2.4,2,"no"
130,"no","no",0,252,101,209.2,64,5.7,5,1.54,0,"no"
130,"no","no",0,162,62,197.5,82,9.1,4,2.46,1,"no"
98,"no","no",0,198.6,92,221.7,83,7.3,6,1.97,2,"yes"
108,"no","no",0,133.1,52,247.2,118,11.9,3,3.21,3,"no"
101,"no","no",0,209.6,107,172.4,85,7.6,2,2.05,3,"no"
92,"yes","no",0,183.6,96,135.2,71,11.8,4,3.19,0,"no"
58,"no","yes",20,194.5,110,236.6,92,9.5,2,2.57,1,"no"
155,"no","no",0,71.2,90,183.3,103,8.6,4,2.32,0,"no"
34,"no","no",0,151,102,186.6,86,9.9,7,2.67,0,"no"
49,"no","no",0,119.3,117,178.7,90,11.1,1,3,1,"no"
152,"no","yes",39,243.1,137,191.2,118,9.9,3,2.67,1,"no"
40,"yes","no",0,170.7,55,281.9,89,8.2,9,2.21,3,"no"
177,"no","yes",29,189,91,163.6,116,15.7,1,4.24,3,"no"
78,"no","yes",27,121.9,88,90.8,118,13,4,3.51,3,"no"
36,"yes","yes",19,171.9,96,321.7,76,10.5,1,2.84,1,"yes"
87,"no","yes",28,143.5,106,175.4,69,11.2,5,3.02,0,"no"
154,"no","yes",35,224,102,163.1,100,9.6,2,2.59,0,"no"
74,"no","no",0,200.4,87,152.1,118,10,2,2.7,1,"no"
135,"no","no",0,129.4,104,142.4,81,12.3,4,3.32,1,"no"
86,"no","no",0,223.9,75,150.2,143,7.3,9,1.97,1,"no"
105,"no","no",0,98.2,103,140.2,106,13.9,1,3.75,1,"no"
166,"no","no",0,238.6,117,203.3,130,10,8,2.7,4,"no"
141,"no","yes",37,185.4,87,218.3,107,8,3,2.16,4,"no"
70,"no","no",0,232.1,122,201.2,112,0,0,0,3,"no"
59,"no","no",0,189.7,100,220.6,115,7.4,4,2,0,"no"
103,"no","yes",28,121,105,160.5,76,7.7,4,2.08,2,"no"
68,"no","no",0,248.6,59,112.5,117,6.5,3,1.76,2,"no"
133,"no","no",0,172.2,81,184.3,90,11.1,6,3,3,"no"
158,"no","no",0,202,126,195.4,84,10.4,6,2.81,1,"no"
152,"no","no",0,101.2,122,198.5,124,7.5,3,2.03,2,"no"
105,"no","no",0,162.3,99,214.7,114,11.1,8,3,4,"no"
37,"no","no",0,221,126,118,98,6.8,3,1.84,4,"no"
150,"no","yes",24,212.4,157,199.4,112,9.7,1,2.62,2,"no"
121,"no","no",0,213.2,79,244.4,102,7.5,4,2.03,1,"no"
107,"no","yes",37,60,102,261.8,106,11.1,3,3,0,"no"
77,"no","yes",29,211.1,89,148.4,106,9.7,9,2.62,2,"no"
112,"no","no",0,185.4,114,144,78,10,11,2.7,2,"no"
73,"no","no",0,214.3,145,241.2,92,10.8,13,2.92,1,"no"
42,"no","yes",21,125.5,67,227.1,97,11,1,2.97,2,"no"
153,"no","no",0,195.4,107,142.8,97,11.6,6,3.13,1,"no"
64,"yes","no",0,236.2,77,194.1,97,13.2,2,3.56,2,"yes"
133,"no","no",0,207.1,106,65.2,107,10.5,2,2.84,3,"no"
89,"no","no",0,137.9,96,255.7,125,11,5,2.97,1,"no"
94,"no","no",0,157.9,105,189.6,84,8,5,2.16,4,"yes"
99,"no","yes",28,200.7,88,172.7,102,9.1,5,2.46,1,"no"
104,"no","no",0,280.4,127,150.6,77,15.2,6,4.1,5,"no"
84,"no","no",0,280,113,156.8,103,10.4,4,2.81,0,"yes"
73,"no","no",0,187.3,118,167.5,108,15.1,2,4.08,1,"no"
122,"no","no",0,128.9,136,148.7,133,10.7,5,2.89,0,"no"
134,"no","yes",38,214.4,93,165,79,10,8,2.7,1,"no"
92,"no","no",0,250.6,100,186.2,100,9.7,6,2.62,2,"no"
99,"no","no",0,201.5,103,239.9,56,11.5,3,3.11,0,"no"
25,"no","no",0,195.2,77,231.8,59,12.2,4,3.29,2,"no"
105,"no","yes",15,88.1,125,269.9,85,9.7,1,2.62,2,"no"
139,"no","no",0,211.1,103,193.9,70,5.6,4,1.51,0,"no"
70,"no","yes",20,230.2,110,206.3,38,11.9,2,3.21,0,"no"
113,"no","no",0,186,55,148.1,83,12.2,6,3.29,1,"no"
123,"no","no",0,260.9,85,178.3,91,13.3,5,3.59,3,"no"
87,"no","no",0,185.8,119,200,96,6.6,4,1.78,1,"no"
34,"no","no",0,151.1,92,205.8,72,9.8,4,2.65,0,"no"
90,"no","no",0,192.6,129,203.1,105,11.4,2,3.08,3,"no"
128,"no","no",0,179.4,94,191,88,7.9,4,2.13,0,"no"
68,"no","no",0,237.1,105,97.4,79,13.2,2,3.56,1,"no"
173,"no","no",0,172.5,78,102,63,10.9,2,2.94,0,"no"
151,"no","yes",26,196.5,98,221.8,124,13.4,5,3.62,0,"no"
97,"no","yes",35,203.1,104,246.1,105,9.7,6,2.62,0,"no"
120,"no","no",0,192.6,123,283.2,93,10.8,3,2.92,1,"no"
104,"yes","no",0,160.4,73,306.6,90,12.6,5,3.4,4,"no"
103,"yes","no",0,62.8,124,280.2,78,9.4,4,2.54,3,"no"
105,"no","no",0,146.4,81,230.1,117,8.5,2,2.3,1,"no"
197,"yes","no",0,127.3,80,173.9,95,13.7,5,3.7,5,"yes"
52,"no","no",0,155,110,176.1,84,7,4,1.89,4,"yes"
114,"no","no",0,178.3,86,187.1,83,13.8,2,3.73,1,"no"
111,"no","yes",36,166.2,54,108.8,92,11.2,2,3.02,3,"no"
142,"no","yes",22,198.3,144,180.9,114,11.1,4,3,2,"no"
91,"no","yes",23,232.4,97,190.5,128,12.3,3,3.32,3,"no"
78,"no","no",0,130.8,64,227.8,108,10,5,2.7,1,"no"
18,"no","no",0,197,97,202,105,8.7,3,2.35,3,"no"
64,"no","yes",18,211.4,111,216.5,87,10.5,2,2.84,2,"no"
183,"no","no",0,116.7,92,214.3,112,9.7,6,2.62,2,"no"
98,"no","no",0,217.2,121,197.1,71,12.4,2,3.35,0,"yes"
120,"no","no",0,150.6,85,232.9,123,6.4,2,1.73,1,"no"
134,"no","yes",34,247.2,105,186.3,76,6.1,5,1.65,2,"yes"
160,"no","no",0,97.5,113,255.3,62,13.2,4,3.56,3,"no"
129,"no","no",0,168.4,117,81.6,100,11.8,7,3.19,1,"no"
22,"no","yes",14,199.1,100,65.7,91,4.2,1,1.13,1,"no"
94,"no","no",0,261.3,89,120.2,124,10.5,2,2.84,0,"no"
97,"no","no",0,87.1,110,137.9,89,14.4,4,3.89,2,"no"
132,"no","no",0,222.4,85,208.4,97,11.2,4,3.02,0,"no"
79,"no","yes",25,219,95,203.4,102,5.6,5,1.51,4,"no"
37,"no","no",0,233.7,114,212.7,101,12,2,3.24,2,"no"
119,"no","yes",24,217.2,94,139.3,85,11.3,4,3.05,0,"no"
97,"no","yes",24,133.2,135,70.6,79,11,3,2.97,1,"no"
86,"yes","no",0,266.1,120,206.5,103,10.3,4,2.78,1,"no"
141,"no","no",0,196.5,104,209.6,110,14.1,4,3.81,6,"no"
172,"no","no",0,169.8,123,395,72,12.7,7,3.43,2,"no"
130,"no","no",0,154.2,119,227.4,117,9.2,5,2.48,2,"no"
92,"no","no",0,176.3,85,207.2,107,9.6,1,2.59,2,"no"
144,"no","no",0,133.3,101,228.6,68,11.6,2,3.13,0,"no"
108,"no","no",0,157.3,83,112,101,9.7,4,2.62,1,"no"
97,"no","yes",25,141,101,175.2,138,4.9,2,1.32,3,"no"
1,"no","yes",26,208,115,177.7,144,8.1,9,2.19,1,"no"
80,"no","no",0,105.8,110,189.6,87,13.1,5,3.54,0,"no"
115,"yes","no",0,345.3,81,217.5,107,11.8,8,3.19,1,"yes"
46,"no","no",0,230.7,117,182.2,109,9.2,4,2.48,2,"no"
93,"no","no",0,179.5,121,165.5,125,12,4,3.24,0,"no"
103,"no","no",0,141.3,123,215.8,96,6.4,2,1.73,1,"no"
177,"no","no",0,175.4,99,179.4,86,11.5,3,3.11,1,"no"
109,"no","yes",39,86.4,69,225.4,119,4.8,4,1.3,2,"no"
140,"no","no",0,201.9,114,184.5,122,12.1,10,3.27,0,"no"
109,"no","yes",27,166.9,85,197.3,97,12.3,4,3.32,1,"yes"
119,"no","yes",19,178.1,110,226.3,123,10,6,2.7,1,"no"
44,"no","no",0,213.2,85,137.8,74,12.5,5,3.38,1,"no"
232,"no","no",0,165.6,104,118.3,77,11.8,3,3.19,1,"no"
99,"no","no",0,221,118,198.6,96,12.1,4,3.27,0,"no"
87,"no","no",0,120.5,99,224.7,141,8.6,2,2.32,2,"no"
117,"no","yes",21,153.2,112,135,85,11.9,7,3.21,1,"no"
28,"no","no",0,236.8,102,280.2,115,9.7,3,2.62,3,"no"
161,"no","no",0,198,90,219.2,90,9.3,2,2.51,1,"no"
117,"no","no",0,181.5,95,204,82,14.7,9,3.97,2,"no"
68,"no","no",0,178.7,61,255.7,76,8.4,4,2.27,1,"no"
73,"no","no",0,187.8,95,201.4,113,11,4,2.97,2,"no"
79,"no","yes",21,264.3,79,173.4,92,6.3,3,1.7,4,"no"
113,"no","yes",30,183.8,102,235,52,11.6,7,3.13,0,"no"
104,"no","no",0,261.2,81,281.1,121,11.3,1,3.05,2,"yes"
100,"no","no",0,200.7,151,186.7,105,10.2,9,2.75,1,"no"
139,"no","yes",25,96.2,112,182.1,84,12.9,10,3.48,2,"no"
111,"no","no",0,184.2,92,100.1,64,11.3,4,3.05,1,"no"
94,"yes","no",0,170.1,113,110.7,78,8.7,4,2.35,1,"no"
117,"no","no",0,212.1,133,195.5,124,9.5,3,2.57,2,"no"
65,"no","no",0,207.7,109,125.6,111,8,5,2.16,1,"no"
100,"no","no",0,222.1,115,129.3,119,8.1,2,2.19,2,"no"
100,"yes","no",0,219.4,112,255.3,95,12,4,3.24,4,"no"
146,"no","yes",19,176.6,88,215.5,98,14.6,6,3.94,1,"no"
102,"no","no",0,171.5,77,328.8,72,10.2,1,2.75,0,"no"
127,"yes","no",0,176.9,110,182.2,138,7.7,2,2.08,1,"yes"
167,"no","no",0,207.6,88,255.2,98,14.1,5,3.81,0,"no"
43,"no","yes",36,93.1,68,94.9,109,8.7,8,2.35,1,"no"
78,"no","yes",32,210.3,116,246.1,92,10.8,4,2.92,6,"no"
39,"no","no",0,189.6,89,230.9,105,5.4,8,1.46,3,"no"
95,"no","no",0,167.6,96,250.9,113,13.4,6,3.62,2,"no"
37,"no","no",0,271.7,112,199.5,97,6.6,4,1.78,3,"no"
117,"no","yes",14,80.2,81,122.6,102,8.6,2,2.32,1,"no"
114,"no","no",0,108.3,95,153.1,109,9.1,2,2.46,1,"no"
134,"no","no",0,258.8,85,193.6,106,10.9,7,2.94,2,"no"
77,"no","no",0,239.2,114,160.8,81,10.3,2,2.78,5,"no"
129,"no","no",0,157,113,185.5,126,12.1,2,3.27,2,"no"
81,"no","yes",17,145.7,89,212.4,92,9.5,5,2.57,1,"no"
113,"no","no",0,155,93,189.4,123,13.5,3,3.65,1,"no"
157,"no","no",0,196,74,196.8,81,7.9,6,2.13,1,"no"
78,"no","no",0,157.3,61,196,107,10.6,1,2.86,1,"no"
98,"no","no",0,72.8,107,175.3,110,10.5,4,2.84,3,"no"
137,"no","no",0,203.1,97,250.9,94,9.2,4,2.48,4,"no"
63,"no","yes",34,152.2,119,195.7,103,12.3,5,3.32,1,"no"
87,"no","no",0,322.5,106,186.2,128,9.4,4,2.54,2,"yes"
111,"no","no",0,294.7,90,260.1,121,10.8,3,2.92,1,"yes"
185,"no","yes",31,189.8,126,264.8,126,7.5,3,2.03,1,"no"
56,"no","no",0,210.4,80,149.7,56,15.5,4,4.19,1,"no"
106,"yes","no",0,133.7,45,181.9,89,10.7,2,2.89,1,"yes"
17,"no","no",0,168.5,102,244.7,117,8.8,6,2.38,3,"no"
112,"yes","yes",16,200.3,72,151.1,92,10.4,3,2.81,1,"no"
127,"no","yes",24,211.5,121,186.2,103,13.5,1,3.65,3,"no"
95,"yes","yes",41,136.8,91,133.7,67,10.3,9,2.78,5,"yes"
86,"no","no",0,113.1,77,101.4,94,13.4,3,3.62,1,"no"
135,"no","no",0,191.7,125,211.7,87,12.5,2,3.38,0,"no"
81,"no","no",0,183.6,116,212.2,99,12.2,6,3.29,3,"no"
108,"no","yes",30,126,124,186.4,99,8.6,1,2.32,1,"no"
115,"yes","no",0,122,110,179.7,124,10.8,2,2.92,2,"yes"
140,"no","no",0,149.8,134,294.7,124,8.1,2,2.19,1,"no"
174,"no","yes",15,221.8,143,221.8,109,12.4,9,3.35,1,"no"
75,"no","no",0,225.3,124,254.3,106,11.7,3,3.16,1,"no"
41,"no","no",0,202.9,97,113.5,92,9,3,2.43,3,"no"
128,"no","no",0,125.2,99,254.4,111,18.9,2,5.1,0,"no"
55,"no","no",0,194.1,121,302.8,136,7,7,1.89,2,"no"
91,"yes","yes",24,93.5,112,240.7,133,9.9,3,2.67,0,"no"
108,"yes","no",0,115.1,114,136.1,85,13.8,3,3.73,2,"yes"
33,"no","no",0,182.5,65,149.2,82,7.5,2,2.03,2,"no"
151,"no","yes",17,214.7,97,169.1,44,8.6,4,2.32,1,"no"
100,"no","yes",41,306.9,71,125.9,114,10.5,4,2.84,2,"no"
47,"no","yes",27,165,89,284.4,95,7.7,4,2.08,2,"no"
148,"no","yes",21,262.9,135,140.5,109,8.1,4,2.19,1,"no"
77,"no","no",0,124.1,92,241.3,132,13.7,3,3.7,0,"no"
129,"no","yes",30,177.3,95,240.2,108,9.3,7,2.51,3,"no"
100,"no","yes",30,58.8,104,152.3,118,7.1,3,1.92,0,"no"
116,"no","yes",24,232.9,90,344.3,82,10.7,6,2.89,1,"no"
48,"no","no",0,171.9,98,139.5,101,7.6,3,2.05,2,"no"
87,"no","no",0,177.2,72,200.8,87,8.6,7,2.32,3,"no"
150,"no","no",0,136.6,112,161.1,78,12.2,2,3.29,4,"yes"
78,"no","no",0,147.1,80,160.7,106,13.7,7,3.7,0,"no"
108,"no","no",0,221.8,105,207.1,87,12.1,3,3.27,2,"no"
94,"no","no",0,145.4,92,183.9,43,9.3,3,2.51,2,"no"
130,"no","yes",19,152.9,87,205.3,114,10.8,6,2.92,2,"no"
116,"no","no",0,146.4,123,212.6,102,7.8,5,2.11,1,"no"
130,"no","yes",26,257.2,108,204,118,12.6,4,3.4,1,"no"
119,"yes","yes",15,160,95,82.3,107,8.7,5,2.35,5,"yes"
89,"no","no",0,111.2,101,180.8,85,12.6,2,3.4,3,"no"
85,"no","no",0,234.5,113,122.7,110,12.9,3,3.48,4,"no"
69,"no","no",0,195.1,91,203.8,90,11.4,5,3.08,0,"no"
121,"no","yes",24,218.2,88,212.6,118,7.5,7,2.03,3,"no"
137,"yes","no",0,312.4,110,120.1,78,10.6,2,2.86,1,"yes"
115,"no","no",0,166.5,111,205.6,92,15.6,2,4.21,1,"no"
87,"no","no",0,228.7,90,154.1,90,11.8,3,3.19,1,"no"
117,"no","no",0,201.9,86,176.9,98,7.8,10,2.11,1,"no"
150,"yes","no",0,114.8,156,218.4,98,15.6,4,4.21,1,"yes"
71,"no","no",0,119.9,108,151.1,124,8.1,7,2.19,3,"no"
113,"no","no",0,215.9,93,156.7,123,4.9,5,1.32,3,"no"
100,"no","no",0,203.1,96,180.9,122,13.5,2,3.65,3,"no"
135,"no","no",0,180.1,112,131.6,111,11.4,7,3.08,1,"no"
77,"no","no",0,205.3,69,242.4,96,10.1,2,2.73,3,"no"
85,"no","no",0,210.3,66,221.6,82,11.2,7,3.02,1,"no"
115,"no","yes",16,133.3,110,161.5,113,5.6,4,1.51,2,"no"
57,"no","no",0,165.1,91,277,100,9.5,3,2.57,2,"no"
138,"no","no",0,146.5,101,176,98,14,6,3.78,3,"no"
110,"no","no",0,178.5,124,217.1,102,9.9,7,2.67,1,"no"
122,"no","no",0,93.3,109,176.7,104,12.1,2,3.27,0,"no"
75,"no","no",0,184.8,126,103,90,8.3,3,2.24,1,"no"
158,"no","no",0,205.2,97,79.7,108,14.4,12,3.89,0,"no"
112,"no","yes",27,213,121,189.8,99,11.1,3,3,4,"no"
100,"no","no",0,235.8,130,63.6,122,7.3,1,1.97,2,"no"
81,"no","no",0,129.9,121,140.5,123,13.3,3,3.59,0,"no"
131,"no","no",0,143.1,114,199.4,100,8.9,3,2.4,3,"no"
119,"no","yes",27,220.1,128,146.5,80,11.1,3,3,0,"no"
102,"no","no",0,171.6,116,242.1,85,12.1,4,3.27,0,"yes"
30,"no","no",0,137.6,108,187.7,126,5.8,10,1.57,3,"no"
125,"no","no",0,106.1,95,192.5,69,8.1,3,2.19,1,"no"
94,"no","no",0,139.4,95,128.2,129,7.7,3,2.08,0,"no"
112,"no","no",0,135.1,112,115.2,108,11.1,6,3,1,"no"
56,"no","no",0,91.1,90,300.7,89,11.9,8,3.21,2,"no"
108,"no","yes",32,209.5,108,189.7,145,9.1,6,2.46,6,"yes"
162,"no","no",0,103.3,93,187.2,118,11.4,6,3.08,1,"no"
135,"no","no",0,246.8,129,154.5,109,12.6,5,3.4,1,"no"
71,"no","no",0,103.3,103,164.8,98,9,2,2.43,2,"no"
58,"no","no",0,181.4,106,200.3,85,7.9,3,2.13,0,"no"
91,"no","yes",27,204.6,96,210.5,82,6.6,2,1.78,3,"no"
96,"no","no",0,208.1,93,279.6,90,7.4,2,2,1,"no"
140,"no","no",0,148.3,86,179.1,83,10.9,4,2.94,0,"no"
25,"no","no",0,178.8,90,203,99,8.4,5,2.27,2,"no"
145,"no","no",0,185.9,106,224.7,87,9.3,4,2.51,2,"no"
201,"no","no",0,212.7,72,195.1,99,7,6,1.89,1,"no"
115,"no","yes",24,142.1,124,164.8,114,9.6,4,2.59,1,"no"
89,"no","no",0,86,105,185.7,83,8.2,3,2.21,3,"no"
122,"no","yes",30,237.7,94,223.1,98,9.5,3,2.57,1,"no"
76,"no","yes",22,160.1,107,23.2,102,9.5,4,2.57,3,"no"
113,"no","yes",32,180.4,89,166.9,124,8.4,2,2.27,1,"no"
116,"no","no",0,110.9,54,186.2,116,7.9,2,2.13,2,"no"
35,"no","no",0,149.3,113,174.3,104,8.9,6,2.4,2,"no"
123,"no","no",0,154.3,107,54,134,10.9,8,2.94,0,"no"
86,"no","yes",29,189.3,107,325.6,137,13.8,3,3.73,1,"no"
24,"no","no",0,241.9,104,214.5,105,6.6,5,1.78,1,"no"
87,"yes","yes",36,171.2,138,227.6,97,10.8,3,2.92,1,"no"
86,"no","no",0,150.8,85,247.2,104,12.5,1,3.38,1,"no"
78,"no","no",0,155,106,155.6,125,11.8,5,3.19,2,"no"
1,"no","no",0,195,81,213.9,132,11.1,6,3,0,"no"
69,"no","no",0,135.4,101,195.6,102,10.6,2,2.86,1,"no"
146,"no","no",0,189.3,77,186,83,7.4,3,2,0,"no"
66,"no","yes",32,187.8,117,132.3,113,12,3,3.24,2,"no"
82,"no","no",0,172.4,112,182.8,78,8.8,9,2.38,1,"no"
98,"no","no",0,86.1,78,155,124,9,7,2.43,0,"no"
34,"no","yes",33,284.3,115,143,83,3.5,4,0.95,0,"no"
94,"yes","no",0,89.5,94,172.9,76,7.9,1,2.13,1,"yes"
131,"no","yes",25,192.7,85,254.2,59,10.9,6,2.94,2,"no"
91,"no","no",0,93.5,110,171.7,83,8.9,4,2.4,4,"yes"
93,"no","no",0,215.5,108,144.1,134,13.2,4,3.56,0,"no"
76,"no","no",0,179.1,110,240,109,6.5,3,1.76,0,"no"
154,"no","no",0,94.5,97,230.2,99,9.2,3,2.48,2,"no"
130,"no","no",0,203.9,63,132.5,125,12.1,4,3.27,3,"no"
66,"no","no",0,87.6,76,184.6,125,9.2,5,2.48,1,"no"
77,"no","no",0,144.9,136,252.4,73,12.3,3,3.32,2,"no"
44,"no","no",0,308.6,139,198.7,66,7.3,3,1.97,4,"yes"
77,"no","no",0,142.3,112,196.5,82,9.9,1,2.67,1,"no"
69,"no","no",0,185.3,91,243.6,107,5.5,5,1.49,0,"no"
32,"no","yes",26,266.7,109,212.8,98,16.3,4,4.4,1,"no"
118,"no","yes",31,226.6,99,189.3,120,10.2,5,2.75,3,"no"
101,"no","no",0,174.9,105,210,93,8.5,5,2.3,1,"no"
130,"no","no",0,154,95,233.7,75,12.9,1,3.48,1,"no"
99,"no","no",0,115.5,75,254.9,98,11.5,7,3.11,7,"yes"
100,"no","no",0,191.9,95,271.9,74,18.2,3,4.91,1,"no"
49,"yes","yes",32,176.9,118,204.4,115,15.1,3,4.08,3,"yes"
183,"no","yes",38,178.4,103,203.3,94,7.2,3,1.94,3,"no"
